Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales,Outlet_Years,Item_Category,Item_Visibility_MeanRatio
FDF52,12.857645184135976,Low Fat,0.066459891,Frozen Foods,184.2292,OUT027,1985,Medium,Tier 3,Supermarket Type3,4560.73,40,Food,0.9501359529484734
FDU21,11.8,Regular,0.076876046,Snack Foods,33.1558,OUT045,2002,Small,Tier 2,Supermarket Type1,543.2928,23,Food,0.9045619562358096
FDI15,13.8,Low Fat,0.14215211,Dairy,263.5884,OUT017,2007,Small,Tier 2,Supermarket Type1,2384.8956,18,Food,1.0483767003547422
FDJ09,15.0,Low Fat,0.058632705,Snack Foods,46.4744,OUT018,2009,Medium,Tier 3,Supermarket Type2,543.2928,16,Food,1.4022029569945051
FDW03,5.63,Regular,0.024541277,Meat,105.1306,OUT046,1997,Small,Tier 1,Supermarket Type1,3135.918,28,Food,0.9998666608255872
FDA07,7.55,Regular,0.030992735,Fruits and Vegetables,124.3072,OUT049,1999,Medium,Tier 1,Supermarket Type1,2695.1584,26,Food,0.9134001850595224
FDU39,18.85,Low Fat,0.036241797,Meat,57.3562,OUT017,2007,Small,Tier 2,Supermarket Type1,1007.3554,18,Food,1.004530265066843
FDI60,7.22,Regular,0.038398937,Baking Goods,61.951,OUT045,2002,Small,Tier 2,Supermarket Type1,1518.024,23,Food,0.8999417669997358
FDK33,17.85,Low Fat,0.011258035,Snack Foods,211.656,OUT045,2002,Small,Tier 2,Supermarket Type1,2556.672,23,Food,0.890545263475556
FDN01,8.895,Low Fat,0.072511335,Breakfast,177.437,OUT049,1999,Medium,Tier 1,Supermarket Type1,3528.74,26,Food,0.9439114513289567
FDV38,19.25,Low Fat,0.101689151,Dairy,54.6956,OUT013,1987,High,Tier 3,Supermarket Type1,163.7868,38,Food,0.8620026305441929
NCV06,11.3,Low Fat,0.066625843,Household,194.2478,OUT013,1987,High,Tier 3,Supermarket Type1,2712.4692,38,Non-Consumable,0.912819120673697
FDQ34,10.85,Low Fat,0.162242617,Snack Foods,107.8622,OUT046,1997,Small,Tier 1,Supermarket Type1,1058.622,28,Food,0.9018750117246109
DRK37,5.0,Low Fat,0.0,Soft Drinks,189.853,OUT045,2002,Small,Tier 2,Supermarket Type1,4933.578,23,Drinks,0.0
NCY53,20.0,Low Fat,0.0,Health and Hygiene,110.2544,OUT013,1987,High,Tier 3,Supermarket Type1,1454.1072,38,Non-Consumable,0.0
FDD53,12.857645184135976,Low Fat,0.044008347,Frozen Foods,43.7454,OUT027,1985,Medium,Tier 3,Supermarket Type3,671.1264,40,Food,0.7741964449442741
FDV49,10.0,Low Fat,0.025867353,Canned,264.6226,OUT049,1999,Medium,Tier 1,Supermarket Type1,4757.8068,26,Food,1.001116789682186
FDY36,12.857645184135976,Low Fat,0.016476619,Baking Goods,74.338,OUT019,1985,Small,Tier 1,Grocery Store,146.476,40,Food,1.5551161353109741
FDH34,8.63,Low Fat,0.031095246,Snack Foods,185.7582,OUT046,1997,Small,Tier 1,Supermarket Type1,3529.4058,28,Food,0.8690755807155099
NCD07,9.1,Low Fat,0.0,Household,115.4518,OUT017,2007,Small,Tier 2,Supermarket Type1,2390.8878,18,Non-Consumable,0.0
FDB51,6.92,Low Fat,0.038422076,Dairy,62.5852,OUT013,1987,High,Tier 3,Supermarket Type1,438.0964,38,Food,0.9973830579308979
NCH42,6.86,Low Fat,0.061155983,Household,228.401,OUT010,1998,Small,Tier 3,Grocery Store,229.701,27,Non-Consumable,1.4738020171573003
NCI31,20.0,Low Fat,0.08131178,Others,37.819,OUT035,2004,Small,Tier 2,Supermarket Type1,439.428,21,Non-Consumable,0.8304776370853625
FDL56,14.1,Low Fat,0.125756824,Fruits and Vegetables,87.1198,OUT035,2004,Small,Tier 2,Supermarket Type1,2529.3742,21,Food,0.8885748577576896
FDG29,17.6,Low Fat,0.05661033,Frozen Foods,41.7454,OUT017,2007,Small,Tier 2,Supermarket Type1,209.727,18,Food,1.0054306317234858
FDJ45,17.75,Low Fat,0.073709686,Seafood,35.1216,OUT018,2009,Medium,Tier 3,Supermarket Type2,415.4592,16,Food,0.9065935961450021
FDJ38,8.6,Regular,0.040432954,Canned,191.653,OUT017,2007,Small,Tier 2,Supermarket Type1,3795.06,18,Food,1.0039390991917565
NCO05,7.27,Low Fat,0.046749112,Health and Hygiene,100.4384,OUT018,2009,Medium,Tier 3,Supermarket Type2,1970.768,16,Non-Consumable,1.0029791821303224
FDW24,6.8,Low Fat,0.062762374,Baking Goods,50.4034,OUT010,1998,Small,Tier 3,Grocery Store,48.6034,27,Food,1.4211221506443676
FDN34,12.857645184135976,Regular,0.045542628,Snack Foods,170.7132,OUT027,1985,Medium,Tier 3,Supermarket Type3,4904.2828,40,Food,1.0378745649645458
FDH46,6.935,Regular,0.041346469,Snack Foods,103.1332,OUT049,1999,Medium,Tier 1,Supermarket Type1,820.2656,26,Food,1.0013135643512971
FDW39,6.69,Regular,0.036903419,Meat,175.137,OUT035,2004,Small,Tier 2,Supermarket Type1,1235.059,21,Food,1.043296772074986
DRK59,12.857645184135976,Low Fat,0.075084457,Hard Drinks,233.9616,OUT027,1985,Medium,Tier 3,Supermarket Type3,4452.8704,40,Drinks,1.051501575695294
FDU25,12.35,Low Fat,0.026735372,Canned,57.4246,OUT045,2002,Small,Tier 2,Supermarket Type1,810.9444,23,Food,1.0008440140328096
FDC44,15.6,Low Fat,0.172453254,Fruits and Vegetables,115.1518,OUT013,1987,High,Tier 3,Supermarket Type1,683.1108,38,Food,1.198519651487301
FDG17,12.857645184135976,Regular,0.035666655,Frozen Foods,246.2486,OUT027,1985,Medium,Tier 3,Supermarket Type3,8063.5038,40,Food,0.993557303415326
FDI45,13.1,Low Fat,0.037581243,Fruits and Vegetables,175.5054,OUT046,1997,Small,Tier 1,Supermarket Type1,2451.4756,28,Food,0.9982471449467022
FDK08,9.195,Regular,0.122202946,Fruits and Vegetables,100.1016,OUT013,1987,High,Tier 3,Supermarket Type1,1619.2256,38,Food,0.8302066072485669
FDW36,11.15,Low Fat,0.056921876,Baking Goods,107.1622,OUT035,2004,Small,Tier 2,Supermarket Type1,423.4488,21,Food,0.8424082048121361
FDL39,16.1,Regular,0.063319379,Dairy,180.9318,OUT035,2004,Small,Tier 2,Supermarket Type1,1984.7498,21,Food,0.9989084047382019
FDS13,6.465,Low Fat,0.124402507,Canned,266.1884,OUT013,1987,High,Tier 3,Supermarket Type1,5299.768,38,Food,0.9411501993862927
FDO57,20.75,Low Fat,0.108879177,Snack Foods,161.5578,OUT049,1999,Medium,Tier 1,Supermarket Type1,320.9156,26,Food,0.8314483419338257
FDS37,7.655,Low Fat,0.032125561,Canned,115.7492,OUT017,2007,Small,Tier 2,Supermarket Type1,2548.6824,18,Food,0.903012086517869
FDV26,20.25,Regular,0.076097073,Dairy,193.5794,OUT013,1987,High,Tier 3,Supermarket Type1,1950.794,38,Food,1.0312515210825073
FDJ22,18.75,Low Fat,0.052766297,Snack Foods,189.7504,OUT013,1987,High,Tier 3,Supermarket Type1,2492.7552,38,Food,0.9016870704435658
FDC16,11.5,Regular,0.020601791,Dairy,86.054,OUT049,1999,Medium,Tier 1,Supermarket Type1,1038.648,26,Food,1.1668700393421103
NCH42,12.857645184135976,Low Fat,0.036360386,Household,231.601,OUT027,1985,Medium,Tier 3,Supermarket Type3,7580.133,40,Non-Consumable,0.8762513102179728
FDD46,12.857645184135976,Low Fat,0.140571971,Snack Foods,154.7998,OUT027,1985,Medium,Tier 3,Supermarket Type3,3383.5956,40,Food,0.8044304806237248
FDT25,7.5,Low Fat,0.05074138,Canned,123.2072,OUT035,2004,Small,Tier 2,Supermarket Type1,1837.608,21,Food,0.9980583883514518
FDR34,17.0,Regular,0.015997687,Snack Foods,229.1352,OUT045,2002,Small,Tier 2,Supermarket Type1,4580.704,23,Food,0.9993671966560738
FDQ10,12.857645184135976,Low Fat,0.033018559,Snack Foods,170.4422,OUT027,1985,Medium,Tier 3,Supermarket Type3,5000.8238,40,Food,0.8985430876239584
DRI03,6.03,Low Fat,0.022703693,Dairy,177.9028,OUT046,1997,Small,Tier 1,Supermarket Type1,4781.7756,28,Drinks,1.1835055390452833
FDB58,12.857645184135976,Regular,0.013431109,Snack Foods,143.7154,OUT027,1985,Medium,Tier 3,Supermarket Type3,4821.7236,40,Food,0.8264905562855965
FDQ03,15.0,Regular,0.0,Meat,235.6248,OUT049,1999,Medium,Tier 1,Supermarket Type1,1896.1984,26,Food,0.0
DRD27,18.75,Low Fat,0.023876985,Dairy,97.4042,OUT049,1999,Medium,Tier 1,Supermarket Type1,2281.6966,26,Drinks,1.0526614536004246
FDK33,17.85,Low Fat,0.011281018,Snack Foods,213.756,OUT018,2009,Medium,Tier 3,Supermarket Type2,3408.896,16,Food,0.8923632896044905
DRL23,18.35,Low Fat,0.015328106,Hard Drinks,107.5938,OUT049,1999,Medium,Tier 1,Supermarket Type1,1822.2946,26,Drinks,1.0009137813391698
FDW32,18.35,Regular,0.094488071,Fruits and Vegetables,87.1882,OUT045,2002,Small,Tier 2,Supermarket Type1,515.3292,23,Food,0.8320767874044299
NCL05,19.6,Low Fat,0.047897663,Health and Hygiene,44.677,OUT046,1997,Small,Tier 1,Supermarket Type1,173.108,28,Non-Consumable,1.037178292808035
DRB01,12.857645184135976,Low Fat,0.081841136,Soft Drinks,190.053,OUT027,1985,Medium,Tier 3,Supermarket Type3,569.259,40,Drinks,0.9965260112915236
NCL06,14.65,Low Fat,0.072212787,Household,260.9594,OUT045,2002,Small,Tier 2,Supermarket Type1,2878.2534,23,Non-Consumable,0.8174531623132208
FDH10,21.0,Low Fat,0.049505857,Snack Foods,195.3478,OUT018,2009,Medium,Tier 3,Supermarket Type2,1162.4868,16,Food,0.8518043081229375
NCO14,9.6,Low Fat,0.02981155,Household,45.2086,OUT017,2007,Small,Tier 2,Supermarket Type1,669.129,18,Non-Consumable,0.8862614593059231
FDV03,17.6,Low Fat,0.058181585,Meat,154.4314,OUT049,1999,Medium,Tier 1,Supermarket Type1,2326.971,26,Food,1.0019739520183901
FDW52,14.0,Regular,0.037734782,Frozen Foods,166.4526,OUT017,2007,Small,Tier 2,Supermarket Type1,4769.1254,18,Food,1.0052702734095194
NCZ30,6.59,Low Fat,0.0,Household,119.1098,OUT017,2007,Small,Tier 2,Supermarket Type1,964.0784,18,Non-Consumable,0.0
FDY35,17.6,Regular,0.026827052,Breads,47.8402,OUT010,1998,Small,Tier 3,Grocery Store,91.8804,27,Food,1.3903121751150425
FDN31,11.5,Low Fat,0.072881535,Fruits and Vegetables,191.353,OUT046,1997,Small,Tier 1,Supermarket Type1,2277.036,28,Food,0.9993128223668922
FDX31,20.35,Regular,0.014822802,Fruits and Vegetables,234.0958,OUT035,2004,Small,Tier 2,Supermarket Type1,2570.6538,21,Food,1.1720103460042464
NCJ05,18.7,Low Fat,0.046159928,Health and Hygiene,152.3682,OUT049,1999,Medium,Tier 1,Supermarket Type1,1677.1502,26,Non-Consumable,1.0013298770478447
FDN56,5.46,Regular,0.107662745,Fruits and Vegetables,143.8786,OUT017,2007,Small,Tier 2,Supermarket Type1,4334.358,18,Food,0.9190112983758023
FDZ04,9.31,Low Fat,0.038014104,Frozen Foods,62.351,OUT049,1999,Medium,Tier 1,Supermarket Type1,822.263,26,Food,0.8993036152896874
FDJ44,12.3,Regular,0.106307146,Fruits and Vegetables,174.9396,OUT035,2004,Small,Tier 2,Supermarket Type1,1569.9564,21,Food,0.9217852108856673
FDI08,18.2,Regular,0.066672058,Fruits and Vegetables,248.1092,OUT017,2007,Small,Tier 2,Supermarket Type1,4233.1564,18,Food,1.0034615595894498
FDB59,18.25,Low Fat,0.015341139,Snack Foods,200.0084,OUT018,2009,Medium,Tier 3,Supermarket Type2,1984.084,16,Food,1.0035088673638481
FDY15,18.25,Regular,0.171174491,Dairy,156.463,OUT045,2002,Small,Tier 2,Supermarket Type1,938.778,23,Food,0.903990045538095
NCZ18,12.857645184135976,Low Fat,0.325780807,Household,252.7698,OUT019,1985,Small,Tier 1,Grocery Store,761.0094,40,Non-Consumable,1.8134778262873281
DRO47,10.195,Low Fat,0.112859454,Hard Drinks,114.486,OUT017,2007,Small,Tier 2,Supermarket Type1,2490.092,18,Drinks,1.0613992182483265
FDW21,5.34,Regular,0.005962753,Snack Foods,102.4358,OUT035,2004,Small,Tier 2,Supermarket Type1,2010.716,21,Food,0.9998523383462057
FDZ14,12.857645184135976,Regular,0.047358246,Dairy,123.1756,OUT027,1985,Medium,Tier 3,Supermarket Type3,3998.7948,40,Food,0.9948875604821151
FDM09,11.15,Regular,0.086105815,Snack Foods,167.879,OUT045,2002,Small,Tier 2,Supermarket Type1,2886.243,23,Food,0.8564531321177058
FDK43,9.8,Low Fat,0.026882496,Meat,126.302,OUT049,1999,Medium,Tier 1,Supermarket Type1,3036.048,26,Food,0.8885133867965497
FDE45,12.1,Low Fat,0.040521714,Fruits and Vegetables,178.5002,OUT018,2009,Medium,Tier 3,Supermarket Type2,5552.1062,16,Food,1.0560053230424182
FDR35,12.857645184135976,Low Fat,0.020597493,Breads,200.0742,OUT027,1985,Medium,Tier 3,Supermarket Type3,8958.339,40,Food,0.9949026836384696
FDT58,12.857645184135976,Low Fat,0.085538477,Snack Foods,169.2816,OUT027,1985,Medium,Tier 3,Supermarket Type3,3523.4136,40,Food,0.8938475702352572
FDS57,15.5,Low Fat,0.0,Snack Foods,141.547,OUT017,2007,Small,Tier 2,Supermarket Type1,3006.087,18,Food,0.0
FDF10,15.5,Regular,0.0,Snack Foods,147.2418,OUT018,2009,Medium,Tier 3,Supermarket Type2,1324.2762,16,Food,0.0
FDP03,5.15,Regular,0.10239789,Meat,122.1388,OUT010,1998,Small,Tier 3,Grocery Store,495.3552,27,Food,1.754933989752889
FDT04,17.25,Low Fat,0.0,Frozen Foods,37.5822,OUT010,1998,Small,Tier 3,Grocery Store,196.411,27,Food,0.0
NCW53,18.35,Low Fat,0.0304697,Health and Hygiene,191.3162,OUT013,1987,High,Tier 3,Supermarket Type1,1346.9134,38,Non-Consumable,0.9014843974967828
FDA39,6.32,Low Fat,0.021287234,Meat,38.5822,OUT010,1998,Small,Tier 3,Grocery Store,78.5644,27,Food,1.743671532328714
NCH29,5.51,Low Fat,0.034467286,Health and Hygiene,96.7726,OUT035,2004,Small,Tier 2,Supermarket Type1,2642.5602,21,Non-Consumable,1.2476852656611819
FDU02,13.35,Low Fat,0.1027194,Dairy,228.8352,OUT045,2002,Small,Tier 2,Supermarket Type1,5267.8096,23,Food,0.9039974076304759
FDN13,12.857645184135976,Low Fat,0.266234421,Breakfast,98.5358,OUT019,1985,Small,Tier 1,Grocery Store,402.1432,40,Food,1.5541934545434393
FDX56,12.857645184135976,Regular,0.129668578,Fruits and Vegetables,206.8638,OUT019,1985,Small,Tier 1,Grocery Store,207.0638,40,Food,1.8272277878676737
FDT11,12.857645184135976,Regular,0.02923013,Breads,189.4556,OUT027,1985,Medium,Tier 3,Supermarket Type3,3567.3564,40,Food,0.8940556513675214
NCC18,12.857645184135976,Low Fat,0.176411579,Household,173.2422,OUT027,1985,Medium,Tier 3,Supermarket Type3,2069.3064,40,Non-Consumable,0.916976489828717
FDA32,14.0,Low Fat,0.050371508,Fruits and Vegetables,214.7192,OUT010,1998,Small,Tier 3,Grocery Store,862.8768,27,Food,1.5764339219896422
FDU39,18.85,Low Fat,0.036184755,Meat,58.5562,OUT018,2009,Medium,Tier 3,Supermarket Type2,770.3306,16,Food,1.0029492061756422
FDV27,12.857645184135976,Regular,0.070017381,Meat,89.3514,OUT019,1985,Small,Tier 1,Grocery Store,177.1028,40,Food,1.3975084232538717
NCW53,18.35,Low Fat,0.030556922,Health and Hygiene,190.6162,OUT045,2002,Small,Tier 2,Supermarket Type1,3271.0754,23,Non-Consumable,0.9040649700694849
NCZ42,10.5,Low Fat,0.011278535,Household,237.0248,OUT013,1987,High,Tier 3,Supermarket Type1,5451.5704,38,Non-Consumable,1.2470299859224312
FDO46,9.6,Regular,0.0,Snack Foods,191.0872,OUT017,2007,Small,Tier 2,Supermarket Type1,4349.0056,18,Food,0.0
FDQ57,12.857645184135976,Low Fat,0.027812304,Snack Foods,147.476,OUT027,1985,Medium,Tier 3,Supermarket Type3,3368.948,40,Food,0.838487348516018
FDZ36,6.035,Regular,0.066051758,Baking Goods,187.724,OUT018,2009,Medium,Tier 3,Supermarket Type2,2050.664,16,Food,1.0023277756341904
FDK38,6.65,Low Fat,0.053506996,Canned,150.0734,OUT018,2009,Medium,Tier 3,Supermarket Type2,3563.3616,16,Food,0.9149238965411037
FDU51,12.857645184135976,Regular,0.096046304,Meat,178.7028,OUT027,1985,Medium,Tier 3,Supermarket Type3,4604.6728,40,Food,0.9941808080340436
FDS14,7.285,Low Fat,0.049922304,Dairy,156.9288,OUT013,1987,High,Tier 3,Supermarket Type1,1571.288,38,Food,1.3317768376361654
FDQ40,11.1,Regular,0.036083537,Frozen Foods,175.4712,OUT049,1999,Medium,Tier 1,Supermarket Type1,2988.1104,26,Food,0.8642298704674831
FDE20,11.35,Regular,0.005539114,Fruits and Vegetables,167.879,OUT049,1999,Medium,Tier 1,Supermarket Type1,4074.696,26,Food,1.0003163600170495
FDH58,12.3,Low Fat,0.036939673,Snack Foods,113.1834,OUT046,1997,Small,Tier 1,Supermarket Type1,3109.9518,28,Food,1.1979857122129185
NCK53,11.6,Low Fat,0.037793818,Health and Hygiene,99.3042,OUT017,2007,Small,Tier 2,Supermarket Type1,2281.6966,18,Non-Consumable,1.047005471048247
FDJ44,12.3,Regular,0.106928681,Fruits and Vegetables,173.7396,OUT017,2007,Small,Tier 2,Supermarket Type1,3663.2316,18,Food,0.9271745171797882
FDN22,18.85,Regular,0.138585859,Snack Foods,252.4724,OUT045,2002,Small,Tier 2,Supermarket Type1,3271.7412,23,Food,0.999298487219936
FDH56,9.8,Regular,0.06407717,Fruits and Vegetables,116.7492,OUT018,2009,Medium,Tier 3,Supermarket Type2,1621.8888,16,Food,0.8336216473433602
FDK48,7.445,Low Fat,0.037708542,Baking Goods,74.7354,OUT045,2002,Small,Tier 2,Supermarket Type1,1128.531,23,Food,1.2511598145825593
FDQ40,11.1,Regular,0.036020711,Frozen Foods,177.2712,OUT035,2004,Small,Tier 2,Supermarket Type1,2109.2544,21,Food,0.8627251369974247
FDH10,21.0,Low Fat,0.049295686,Snack Foods,194.4478,OUT035,2004,Small,Tier 2,Supermarket Type1,968.739,21,Food,0.8481880781636721
FDM21,20.2,Low Fat,0.06449461,Snack Foods,259.2646,OUT045,2002,Small,Tier 2,Supermarket Type1,3091.9752,23,Food,1.0011855182447467
FDX12,18.2,Regular,0.026117345,Baking Goods,239.2196,OUT045,2002,Small,Tier 2,Supermarket Type1,3133.2548,23,Food,0.8572339416470082
FDM51,11.8,Regular,0.025904648,Meat,102.4674,OUT013,1987,High,Tier 3,Supermarket Type1,2037.348,38,Food,1.1970339862690642
FDG09,20.6,Regular,0.080235512,Fruits and Vegetables,188.9556,OUT010,1998,Small,Tier 3,Grocery Store,563.2668,27,Food,1.556014392679821
DRD37,9.8,Low Fat,0.013830218,Soft Drinks,45.306,OUT013,1987,High,Tier 3,Supermarket Type1,1304.968,38,Drinks,0.9099562609408508
FDN21,18.6,Low Fat,0.076855628,Snack Foods,161.0236,OUT046,1997,Small,Tier 1,Supermarket Type1,483.3708,28,Food,0.9031517582448367
NCQ06,13.0,Low Fat,0.041824524,Household,256.7014,OUT046,1997,Small,Tier 1,Supermarket Type1,2805.0154,28,Non-Consumable,0.9222899227877066
FDV52,20.7,Regular,0.12152072,Frozen Foods,118.0466,OUT046,1997,Small,Tier 1,Supermarket Type1,1060.6194,28,Food,0.9973445186532653
FDC10,9.8,Regular,0.073289899,Snack Foods,120.8098,OUT017,2007,Small,Tier 2,Supermarket Type1,1325.6078,18,Food,0.8740201545580781
FDX51,9.5,Regular,0.022054553,Meat,195.4452,OUT035,2004,Small,Tier 2,Supermarket Type1,4502.1396,21,Food,0.880551078759019
NCD54,21.1,Low Fat,0.029054046,Household,144.6786,OUT049,1999,Medium,Tier 1,Supermarket Type1,2889.572,26,Non-Consumable,0.904371241401132
NCK18,12.857645184135976,Low Fat,0.006665667,Household,164.1184,OUT027,1985,Medium,Tier 3,Supermarket Type3,3797.7232,40,Non-Consumable,1.22777772339661
FDZ01,8.975,Regular,0.009057132,Canned,104.099,OUT035,2004,Small,Tier 2,Supermarket Type1,2476.776,21,Food,0.8819892416993529
FDT48,4.92,Low Fat,0.045955031,Baking Goods,199.1084,OUT046,1997,Small,Tier 1,Supermarket Type1,2182.4924,28,Food,1.1974966278872963
FDB40,17.5,Regular,0.007551607,Dairy,145.8102,OUT049,1999,Medium,Tier 1,Supermarket Type1,1895.5326,26,Food,0.9000824681501186
NCC07,12.857645184135976,Low Fat,0.023835164,Household,103.3964,OUT027,1985,Medium,Tier 3,Supermarket Type3,3050.6956,40,Non-Consumable,0.9955359212276641
FDT52,9.695,Regular,0.047503318,Frozen Foods,244.6144,OUT049,1999,Medium,Tier 1,Supermarket Type1,3185.1872,26,Food,0.999337075571744
FDK09,12.857645184135976,Low Fat,0.160665697,Snack Foods,227.5352,OUT019,1985,Small,Tier 1,Grocery Store,916.1408,40,Food,1.4147897924854087
NCQ30,7.725,Low Fat,0.048661041,Household,123.7414,OUT010,1998,Small,Tier 3,Grocery Store,121.8414,27,Non-Consumable,1.3007613391590942
FDZ60,12.857645184135976,Low Fat,0.208987123,Baking Goods,106.0596,OUT019,1985,Small,Tier 1,Grocery Store,215.7192,40,Food,1.522107952601254
NCK18,9.6,Low Fat,0.006692529,Household,164.9184,OUT013,1987,High,Tier 3,Supermarket Type1,2972.1312,38,Non-Consumable,1.2327255501041068
FDV11,9.1,Regular,0.136695145,Breads,173.4054,OUT010,1998,Small,Tier 3,Grocery Store,875.527,27,Food,1.8217380469340965
FDR25,17.0,Regular,0.140311123,Canned,265.6884,OUT017,2007,Small,Tier 2,Supermarket Type1,2649.884,18,Food,1.0042674087714212
FDB26,14.0,Regular,0.031330907,Canned,52.364,OUT045,2002,Small,Tier 2,Supermarket Type1,745.696,23,Food,1.0014966779530017
DRD01,12.1,Regular,0.061521569,Soft Drinks,55.8614,OUT017,2007,Small,Tier 2,Supermarket Type1,1436.7964,18,Drinks,1.0030237427338147
FDG32,19.85,Low Fat,0.176991029,Fruits and Vegetables,221.5772,OUT017,2007,Small,Tier 2,Supermarket Type1,3558.0352,18,Food,0.9080194706274698
FDY49,17.2,Regular,0.0120098,Canned,163.1184,OUT035,2004,Small,Tier 2,Supermarket Type1,2807.0128,21,Food,0.9136694558742463
FDD26,8.71,Regular,0.072141818,Canned,183.3924,OUT035,2004,Small,Tier 2,Supermarket Type1,2776.386,21,Food,0.8082913514452164
FDC22,6.89,Regular,0.136984147,Snack Foods,192.682,OUT018,2009,Medium,Tier 3,Supermarket Type2,2703.148,16,Food,1.2534407453231917
DRD27,18.75,Low Fat,0.0,Dairy,97.9042,OUT045,2002,Small,Tier 2,Supermarket Type1,1686.4714,23,Drinks,0.0
FDA44,12.857645184135976,Low Fat,0.052964982,Fruits and Vegetables,57.793,OUT027,1985,Medium,Tier 3,Supermarket Type3,1754.383,40,Food,0.9170643845731451
FDW01,14.5,Low Fat,0.0,Canned,154.4682,OUT013,1987,High,Tier 3,Supermarket Type1,1524.682,38,Food,0.0
FDV32,12.857645184135976,Low Fat,0.155316936,Fruits and Vegetables,64.151,OUT019,1985,Small,Tier 1,Grocery Store,316.255,40,Food,1.553109684348895
FDK32,12.857645184135976,Regular,0.048738407,Fruits and Vegetables,152.8682,OUT027,1985,Medium,Tier 3,Supermarket Type3,5031.4506,40,Food,0.9955755291792727
NCA05,20.75,Low Fat,0.0,Health and Hygiene,149.4734,OUT013,1987,High,Tier 3,Supermarket Type1,2969.468,38,Non-Consumable,0.0
FDR10,17.6,Low Fat,0.010031539,Snack Foods,161.5552,OUT013,1987,High,Tier 3,Supermarket Type1,1787.0072,38,Food,0.8795514803780689
FDL22,16.85,Low Fat,0.036383293,Snack Foods,91.0488,OUT035,2004,Small,Tier 2,Supermarket Type1,1086.5856,21,Food,0.9993290355767508
FDD10,20.6,Regular,0.0,Snack Foods,178.1344,OUT035,2004,Small,Tier 2,Supermarket Type1,3568.688,21,Food,0.0
FDW25,5.175,Low Fat,0.03736783,Canned,86.9224,OUT013,1987,High,Tier 3,Supermarket Type1,255.6672,38,Food,1.0000296574049479
FDR47,17.85,Low Fat,0.087604647,Breads,196.9794,OUT049,1999,Medium,Tier 1,Supermarket Type1,1560.6352,26,Food,1.2499303479017971
DRF27,8.93,Low Fat,0.028461453,Dairy,152.234,OUT049,1999,Medium,Tier 1,Supermarket Type1,5053.422,26,Drinks,0.915049193419568
FDQ48,12.857645184135976,Regular,0.034244601,Baking Goods,97.2726,OUT027,1985,Medium,Tier 3,Supermarket Type3,1957.452,40,Food,0.9945166436455832
FDS37,7.655,Low Fat,0.031938828,Canned,114.1492,OUT035,2004,Small,Tier 2,Supermarket Type1,1158.492,21,Food,0.8977632394719999
NCI18,18.35,Low Fat,0.014024028,Household,224.5746,OUT046,1997,Small,Tier 1,Supermarket Type1,2692.4952,28,Non-Consumable,0.9985902820521781
NCJ42,12.857645184135976,Low Fat,0.014232071,Household,100.9332,OUT027,1985,Medium,Tier 3,Supermarket Type3,1743.0644,40,Non-Consumable,0.8835651585234242
FDY48,14.0,Low Fat,0.023730384,Baking Goods,104.3332,OUT035,2004,Small,Tier 2,Supermarket Type1,1435.4648,21,Food,0.8879379454795467
FDB39,11.6,Low Fat,0.038578846,Dairy,56.1272,OUT049,1999,Medium,Tier 1,Supermarket Type1,671.1264,26,Food,0.8694170728503562
DRI37,15.85,Low Fat,0.108036187,Soft Drinks,57.3904,OUT018,2009,Medium,Tier 3,Supermarket Type2,703.0848,16,Drinks,0.901830472867883
FDB58,10.5,Regular,0.013572808,Snack Foods,143.2154,OUT017,2007,Small,Tier 2,Supermarket Type1,1559.9694,18,Food,0.8352100808859191
FDV12,16.7,Regular,0.06082402,Baking Goods,98.7384,OUT013,1987,High,Tier 3,Supermarket Type1,1773.6912,38,Food,0.9969971870498445
NCU06,17.6,Low Fat,0.074345142,Household,230.901,OUT013,1987,High,Tier 3,Supermarket Type1,4364.319,38,Non-Consumable,0.7989947462689533
FDU34,18.25,Low Fat,0.075501241,Snack Foods,123.1046,OUT018,2009,Medium,Tier 3,Supermarket Type2,249.0092,16,Food,1.0030062440259127
FDP31,21.1,Regular,0.16216286,Fruits and Vegetables,62.2168,OUT018,2009,Medium,Tier 3,Supermarket Type2,383.5008,16,Food,1.0031309629674359
FDV11,9.1,Regular,0.081652352,Breads,177.0054,OUT035,2004,Small,Tier 2,Supermarket Type1,2101.2648,21,Food,1.0881819998805031
NCY06,15.25,Low Fat,0.061434045,Household,130.9968,OUT018,2009,Medium,Tier 3,Supermarket Type2,2348.9424,16,Non-Consumable,1.0026867657214833
NCV41,14.35,Low Fat,0.017073332,Health and Hygiene,109.5228,OUT045,2002,Small,Tier 2,Supermarket Type1,1657.842,23,Non-Consumable,0.9233756875401351
FDQ52,12.857645184135976,Low Fat,0.118806857,Frozen Foods,248.8434,OUT027,1985,Medium,Tier 3,Supermarket Type3,6705.2718,40,Food,0.994259162594554
FDM38,5.885,Regular,0.092694107,Canned,53.6982,OUT013,1987,High,Tier 3,Supermarket Type1,1525.3478,38,Food,0.9995837391053004
FDA14,16.1,Low Fat,0.065183228,Dairy,148.076,OUT046,1997,Small,Tier 1,Supermarket Type1,1464.76,28,Food,0.7994828647834223
